sensor_id,timestamp,measurement_type,value
SHT097,2024-01-03T15:00:00,humidity,54.15
SHT098,2024-01-03T15:00:00,temperature,23.44
SHT098,2024-01-03T15:00:00,humidity,51.17
SHT099,2024-01-03T15:00:00,temperature,26.09
SHT099,2024-01-03T15:00:00,humidity,52.21
SHT100,2024-01-03T15:00:00,temperature,23.48
SHT100,2024-01-03T15:00:00,humidity,56.9
SHT101,2024-01-03T15:00:00,temperature,20.76
SHT101,2024-01-03T15:00:00,humidity,51.94
SHT102,2024-01-03T15:00:00,temperature,25.68
SHT102,2024-01-03T15:00:00,humidity,53.9
SHT103,2024-01-03T15:00:00,temperature,30.71
SHT103,2024-01-03T15:00:00,humidity,69.39
SHT104,2024-01-03T15:00:00,temperature,28.1
SHT104,2024-01-03T15:00:00,humidity,47.74
SHT105,2024-01-03T15:00:00,temperature,22.93
SHT105,2024-01-03T15:00:00,humidity,55.72
SHT106,2024-01-03T15:00:00,temperature,24.66
SHT106,2024-01-03T15:00:00,humidity,77.0
SHT107,2024-01-03T15:00:00,temperature,20.02
SHT107,2024-01-03T15:00:00,humidity,58.63
SHT108,2024-01-03T15:00:00,temperature,23.21
SHT108,2024-01-03T15:00:00,humidity,60.06
SHT109,2024-01-03T15:00:00,temperature,25.13
SHT109,2024-01-03T15:00:00,humidity,54.32
SHT110,2024-01-03T15:00:00,temperature,24.76
SHT110,2024-01-03T15:00:00,humidity,59.75
SHT111,2024-01-03T15:00:00,temperature,21.74
SHT111,2024-01-03T15:00:00,humidity,81.09
SHT112,2024-01-03T15:00:00,temperature,24.53
SHT112,2024-01-03T15:00:00,humidity,77.5
SHT113,2024-01-03T15:00:00,temperature,27.14
SHT113,2024-01-03T15:00:00,humidity,59.76
SHT114,2024-01-03T15:00:00,temperature,23.72
SHT114,2024-01-03T15:00:00,humidity,62.42
SHT115,2024-01-03T15:00:00,temperature,19.08
SHT115,2024-01-03T15:00:00,humidity,44.54
SHT116,2024-01-03T15:00:00,temperature,22.52
SHT116,2024-01-03T15:00:00,humidity,45.68
SHT117,2024-01-03T15:00:00,temperature,24.83
SHT117,2024-01-03T15:00:00,humidity,60.44
SHT118,2024-01-03T15:00:00,temperature,30.36
SHT118,2024-01-03T15:00:00,humidity,63.31
SHT119,2024-01-03T15:00:00,temperature,25.41
SHT119,2024-01-03T15:00:00,humidity,61.1
SHT120,2024-01-03T15:00:00,temperature,25.69
SHT120,2024-01-03T15:00:00,humidity,56.07
SHT121,2024-01-03T15:00:00,temperature,24.39
SHT121,2024-01-03T15:00:00,humidity,51.5
SHT122,2024-01-03T15:00:00,temperature,19.73
SHT122,2024-01-03T15:00:00,humidity,55.57
SHT123,2024-01-03T15:00:00,temperature,25.75
SHT123,2024-01-03T15:00:00,humidity,70.51
SHT124,2024-01-03T15:00:00,temperature,23.96
SHT124,2024-01-03T15:00:00,humidity,50.19
SHT125,2024-01-03T15:00:00,temperature,24.97
SHT125,2024-01-03T15:00:00,humidity,51.72
SHT126,2024-01-03T15:00:00,temperature,20.9
SHT126,2024-01-03T15:00:00,humidity,48.86
SHT127,2024-01-03T15:00:00,temperature,25.61
SHT127,2024-01-03T15:00:00,humidity,62.0
SHT128,2024-01-03T15:00:00,temperature,26.67
SHT128,2024-01-03T15:00:00,humidity,62.39
SHT129,2024-01-03T15:00:00,temperature,28.55
SHT129,2024-01-03T15:00:00,humidity,75.37
SHT130,2024-01-03T15:00:00,temperature,26.9
SHT130,2024-01-03T15:00:00,humidity,53.58
SHT131,2024-01-03T15:00:00,temperature,26.03
SHT131,2024-01-03T15:00:00,humidity,56.6
SHT132,2024-01-03T15:00:00,temperature,25.7
SHT132,2024-01-03T15:00:00,humidity,59.41
SHT133,2024-01-03T15:00:00,temperature,24.71
SHT133,2024-01-03T15:00:00,humidity,62.72
SHT134,2024-01-03T15:00:00,temperature,30.61
SHT134,2024-01-03T15:00:00,humidity,66.22
SHT135,2024-01-03T15:00:00,temperature,25.54
SHT135,2024-01-03T15:00:00,humidity,60.53
SHT136,2024-01-03T15:00:00,temperature,29.04
SHT136,2024-01-03T15:00:00,humidity,51.6
SHT137,2024-01-03T15:00:00,temperature,26.98
SHT137,2024-01-03T15:00:00,humidity,85.92
SHT138,2024-01-03T15:00:00,temperature,26.33
SHT138,2024-01-03T15:00:00,humidity,53.87
SHT139,2024-01-03T15:00:00,temperature,22.04
SHT139,2024-01-03T15:00:00,humidity,57.27
SHT140,2024-01-03T15:00:00,temperature,28.26
SHT140,2024-01-03T15:00:00,humidity,68.31
SHT141,2024-01-03T15:00:00,temperature,24.37
SHT141,2024-01-03T15:00:00,humidity,68.89
SHT142,2024-01-03T15:00:00,temperature,28.18
SHT142,2024-01-03T15:00:00,humidity,60.82
SHT143,2024-01-03T15:00:00,temperature,23.41
SHT143,2024-01-03T15:00:00,humidity,82.2
SHT144,2024-01-03T15:00:00,temperature,20.76
SHT144,2024-01-03T15:00:00,humidity,61.86
SHT145,2024-01-03T15:00:00,temperature,24.06
SHT145,2024-01-03T15:00:00,humidity,65.81
SHT146,2024-01-03T15:00:00,temperature,26.28
SHT146,2024-01-03T15:00:00,humidity,52.61
SHT147,2024-01-03T15:00:00,temperature,22.79
SHT147,2024-01-03T15:00:00,humidity,59.48
SHT148,2024-01-03T15:00:00,temperature,28.17
SHT148,2024-01-03T15:00:00,humidity,54.25
SHT149,2024-01-03T15:00:00,temperature,24.08
SHT149,2024-01-03T15:00:00,humidity,64.43
SHT150,2024-01-03T15:00:00,temperature,29.39
SHT150,2024-01-03T15:00:00,humidity,62.43
VIB001,2024-01-03T15:00:00,vibration,-2.0229
VIB002,2024-01-03T15:00:00,vibration,-1.4369
VIB003,2024-01-03T15:00:00,vibration,-1.0121
VIB004,2024-01-03T15:00:00,vibration,-1.16
VIB005,2024-01-03T15:00:00,vibration,1.3863
VIB006,2024-01-03T15:00:00,vibration,0.1689
VIB007,2024-01-03T15:00:00,vibration,0.9499
VIB008,2024-01-03T15:00:00,vibration,-0.2787
VIB009,2024-01-03T15:00:00,vibration,-0.1882
VIB010,2024-01-03T15:00:00,vibration,-0.558
VIB011,2024-01-03T15:00:00,vibration,-0.1173
VIB012,2024-01-03T15:00:00,vibration,-0.2978
VIB013,2024-01-03T15:00:00,vibration,0.4724
VIB014,2024-01-03T15:00:00,vibration,-0.2525
VIB015,2024-01-03T15:00:00,vibration,0.1363
VIB016,2024-01-03T15:00:00,vibration,0.3108
VIB017,2024-01-03T15:00:00,vibration,-0.0073
VIB018,2024-01-03T15:00:00,vibration,2.0742
VIB019,2024-01-03T15:00:00,vibration,-0.5459
VIB020,2024-01-03T15:00:00,vibration,-0.4927
VIB021,2024-01-03T15:00:00,vibration,-1.0611
VIB022,2024-01-03T15:00:00,vibration,0.1718
VIB023,2024-01-03T15:00:00,vibration,0.8355
VIB024,2024-01-03T15:00:00,vibration,0.0985
VIB025,2024-01-03T15:00:00,vibration,2.2611
VIB026,2024-01-03T15:00:00,vibration,-0.4294
VIB027,2024-01-03T15:00:00,vibration,-1.3167
VIB028,2024-01-03T15:00:00,vibration,-0.2622
VIB029,2024-01-03T15:00:00,vibration,-1.5692
VIB030,2024-01-03T15:00:00,vibration,0.4747
VIB031,2024-01-03T15:00:00,vibration,-1.4014
VIB032,2024-01-03T15:00:00,vibration,-0.3073
VIB033,2024-01-03T15:00:00,vibration,-0.7885
VIB034,2024-01-03T15:00:00,vibration,-0.2191
VIB035,2024-01-03T15:00:00,vibration,-0.9762
VIB036,2024-01-03T15:00:00,vibration,-0.8362
VIB037,2024-01-03T15:00:00,vibration,0.1211
VIB038,2024-01-03T15:00:00,vibration,0.5859
VIB039,2024-01-03T15:00:00,vibration,-1.365
VIB040,2024-01-03T15:00:00,vibration,1.21
VIB041,2024-01-03T15:00:00,vibration,-0.3091
VIB042,2024-01-03T15:00:00,vibration,-0.0881
VIB043,2024-01-03T15:00:00,vibration,0.1884
VIB044,2024-01-03T15:00:00,vibration,-0.4511
VIB045,2024-01-03T15:00:00,vibration,1.3531
VIB046,2024-01-03T15:00:00,vibration,-0.2229
VIB047,2024-01-03T15:00:00,vibration,-1.2629
VIB048,2024-01-03T15:00:00,vibration,1.7868
VIB049,2024-01-03T15:00:00,vibration,1.9453
VIB050,2024-01-03T15:00:00,vibration,-0.8161
VIB051,2024-01-03T15:00:00,vibration,0.7349
VIB052,2024-01-03T15:00:00,vibration,1.9729
VIB053,2024-01-03T15:00:00,vibration,0.2665
VIB054,2024-01-03T15:00:00,vibration,0.3665
VIB055,2024-01-03T15:00:00,vibration,1.1393
VIB056,2024-01-03T15:00:00,vibration,1.3273
VIB057,2024-01-03T15:00:00,vibration,0.6823
VIB058,2024-01-03T15:00:00,vibration,-1.3573
VIB059,2024-01-03T15:00:00,vibration,-1.1375
VIB060,2024-01-03T15:00:00,vibration,-0.2617
VIB061,2024-01-03T15:00:00,vibration,1.3944
VIB062,2024-01-03T15:00:00,vibration,-1.2031
VIB063,2024-01-03T15:00:00,vibration,-0.1698
VIB064,2024-01-03T15:00:00,vibration,1.03
VIB065,2024-01-03T15:00:00,vibration,-0.8086
VIB066,2024-01-03T15:00:00,vibration,-0.501
VIB067,2024-01-03T15:00:00,vibration,-1.5789
VIB068,2024-01-03T15:00:00,vibration,-0.7108
VIB069,2024-01-03T15:00:00,vibration,-0.9222
VIB070,2024-01-03T15:00:00,vibration,-0.122
VIB071,2024-01-03T15:00:00,vibration,-1.0666
VIB072,2024-01-03T15:00:00,vibration,1.1009
VIB073,2024-01-03T15:00:00,vibration,-1.0641
VIB074,2024-01-03T15:00:00,vibration,-0.4555
VIB075,2024-01-03T15:00:00,vibration,-0.7384
VIB076,2024-01-03T15:00:00,vibration,-0.4537
VIB077,2024-01-03T15:00:00,vibration,2.7651
VIB078,2024-01-03T15:00:00,vibration,-0.8172
VIB079,2024-01-03T15:00:00,vibration,0.5632
VIB080,2024-01-03T15:00:00,vibration,-1.1012
DIS001,2024-01-03T15:00:00,displacement,0.005993
DIS002,2024-01-03T15:00:00,displacement,0.000922
DIS003,2024-01-03T15:00:00,displacement,0.001391
DIS004,2024-01-03T15:00:00,displacement,0.002907
DIS005,2024-01-03T15:00:00,displacement,0.006576
DIS006,2024-01-03T15:00:00,displacement,0.008129
DIS007,2024-01-03T15:00:00,displacement,0.006977
DIS008,2024-01-03T15:00:00,displacement,-0.005096
DIS009,2024-01-03T15:00:00,displacement,0.004481
DIS010,2024-01-03T15:00:00,displacement,-0.00066
DIS011,2024-01-03T15:00:00,displacement,0.006693
DIS012,2024-01-03T15:00:00,displacement,-0.010316
DIS013,2024-01-03T15:00:00,displacement,0.00115
DIS014,2024-01-03T15:00:00,displacement,-0.006648
DIS015,2024-01-03T15:00:00,displacement,0.002967
DIS016,2024-01-03T15:00:00,displacement,-0.002996
DIS017,2024-01-03T15:00:00,displacement,-0.005394
DIS018,2024-01-03T15:00:00,displacement,-0.00946
DIS019,2024-01-03T15:00:00,displacement,-0.003471
DIS020,2024-01-03T15:00:00,displacement,0.001176
DIS021,2024-01-03T15:00:00,displacement,0.002237
DIS022,2024-01-03T15:00:00,displacement,-0.000956
DIS023,2024-01-03T15:00:00,displacement,-0.001915
DIS024,2024-01-03T15:00:00,displacement,0.00258
DIS025,2024-01-03T15:00:00,displacement,0.013187
DIS026,2024-01-03T15:00:00,displacement,0.002031
DIS027,2024-01-03T15:00:00,displacement,-0.00507
DIS028,2024-01-03T15:00:00,displacement,-0.0066
DIS029,2024-01-03T15:00:00,displacement,-0.001232
DIS030,2024-01-03T15:00:00,displacement,0.003477
DIS031,2024-01-03T15:00:00,displacement,-0.003971
DIS032,2024-01-03T15:00:00,displacement,-0.004327
DIS033,2024-01-03T15:00:00,displacement,-0.004947
DIS034,2024-01-03T15:00:00,displacement,-0.005031
DIS035,2024-01-03T15:00:00,displacement,0.003353
DIS036,2024-01-03T15:00:00,displacement,-0.002408
DIS037,2024-01-03T15:00:00,displacement,0.00327
DIS038,2024-01-03T15:00:00,displacement,-0.002098
DIS039,2024-01-03T15:00:00,displacement,-0.007603
DIS040,2024-01-03T15:00:00,displacement,0.011286
DIS041,2024-01-03T15:00:00,displacement,-0.002335
DIS042,2024-01-03T15:00:00,displacement,0.004222
DIS043,2024-01-03T15:00:00,displacement,-0.000728
DIS044,2024-01-03T15:00:00,displacement,0.007913
DIS045,2024-01-03T15:00:00,displacement,0.005518
DIS046,2024-01-03T15:00:00,displacement,0.009424
DIS047,2024-01-03T15:00:00,displacement,0.000668
DIS048,2024-01-03T15:00:00,displacement,-0.003298
DIS049,2024-01-03T15:00:00,displacement,-0.002707
DIS050,2024-01-03T15:00:00,displacement,0.00419
DIS051,2024-01-03T15:00:00,displacement,-0.006555
DIS052,2024-01-03T15:00:00,displacement,-0.002162
DIS053,2024-01-03T15:00:00,displacement,-0.003324
DIS054,2024-01-03T15:00:00,displacement,-0.005002
DIS055,2024-01-03T15:00:00,displacement,-0.000605
DIS056,2024-01-03T15:00:00,displacement,0.008198
DIS057,2024-01-03T15:00:00,displacement,0.002042
DIS058,2024-01-03T15:00:00,displacement,0.000896
DIS059,2024-01-03T15:00:00,displacement,-0.003866
DIS060,2024-01-03T15:00:00,displacement,0.007022
SHT001,2024-01-03T15:30:00,temperature,19.59
SHT001,2024-01-03T15:30:00,humidity,60.87
SHT002,2024-01-03T15:30:00,temperature,25.58
SHT002,2024-01-03T15:30:00,humidity,54.96
SHT003,2024-01-03T15:30:00,temperature,27.7
SHT003,2024-01-03T15:30:00,humidity,64.1
SHT004,2024-01-03T15:30:00,temperature,24.35
SHT004,2024-01-03T15:30:00,humidity,61.63
SHT005,2024-01-03T15:30:00,temperature,24.0
SHT005,2024-01-03T15:30:00,humidity,73.74
SHT006,2024-01-03T15:30:00,temperature,26.23
SHT006,2024-01-03T15:30:00,humidity,66.54
SHT007,2024-01-03T15:30:00,temperature,22.43
SHT007,2024-01-03T15:30:00,humidity,58.59
SHT008,2024-01-03T15:30:00,temperature,21.69
SHT008,2024-01-03T15:30:00,humidity,68.35
SHT009,2024-01-03T15:30:00,temperature,22.18
SHT009,2024-01-03T15:30:00,humidity,65.34
SHT010,2024-01-03T15:30:00,temperature,27.12
SHT010,2024-01-03T15:30:00,humidity,58.27
SHT011,2024-01-03T15:30:00,temperature,22.33
SHT011,2024-01-03T15:30:00,humidity,57.33
SHT012,2024-01-03T15:30:00,temperature,22.75
SHT012,2024-01-03T15:30:00,humidity,38.56
SHT013,2024-01-03T15:30:00,temperature,30.43
SHT013,2024-01-03T15:30:00,humidity,56.41
SHT014,2024-01-03T15:30:00,temperature,24.68
SHT014,2024-01-03T15:30:00,humidity,49.44
SHT015,2024-01-03T15:30:00,temperature,23.91
SHT015,2024-01-03T15:30:00,humidity,43.86
SHT016,2024-01-03T15:30:00,temperature,23.43
SHT016,2024-01-03T15:30:00,humidity,53.53
SHT017,2024-01-03T15:30:00,temperature,19.53
SHT017,2024-01-03T15:30:00,humidity,64.84
SHT018,2024-01-03T15:30:00,temperature,26.14
SHT018,2024-01-03T15:30:00,humidity,49.22
SHT019,2024-01-03T15:30:00,temperature,26.11
SHT019,2024-01-03T15:30:00,humidity,63.88
SHT020,2024-01-03T15:30:00,temperature,22.18
SHT020,2024-01-03T15:30:00,humidity,69.1
SHT021,2024-01-03T15:30:00,temperature,22.25
SHT021,2024-01-03T15:30:00,humidity,86.76
SHT022,2024-01-03T15:30:00,temperature,30.25
SHT022,2024-01-03T15:30:00,humidity,56.78
SHT023,2024-01-03T15:30:00,temperature,26.39
SHT023,2024-01-03T15:30:00,humidity,60.06
SHT024,2024-01-03T15:30:00,temperature,24.49
SHT024,2024-01-03T15:30:00,humidity,54.26
SHT025,2024-01-03T15:30:00,temperature,24.71
SHT025,2024-01-03T15:30:00,humidity,60.02
SHT026,2024-01-03T15:30:00,temperature,23.1
SHT026,2024-01-03T15:30:00,humidity,56.66
SHT027,2024-01-03T15:30:00,temperature,23.43
SHT027,2024-01-03T15:30:00,humidity,77.64
SHT028,2024-01-03T15:30:00,temperature,29.11
SHT028,2024-01-03T15:30:00,humidity,76.4
SHT029,2024-01-03T15:30:00,temperature,24.03
SHT029,2024-01-03T15:30:00,humidity,59.01
SHT030,2024-01-03T15:30:00,temperature,24.58
SHT030,2024-01-03T15:30:00,humidity,42.58
SHT031,2024-01-03T15:30:00,temperature,19.64
SHT031,2024-01-03T15:30:00,humidity,49.55
SHT032,2024-01-03T15:30:00,temperature,24.05
SHT032,2024-01-03T15:30:00,humidity,54.47
SHT033,2024-01-03T15:30:00,temperature,28.77
SHT033,2024-01-03T15:30:00,humidity,63.09
SHT034,2024-01-03T15:30:00,temperature,27.17
SHT034,2024-01-03T15:30:00,humidity,70.67
SHT035,2024-01-03T15:30:00,temperature,27.81
SHT035,2024-01-03T15:30:00,humidity,66.33
SHT036,2024-01-03T15:30:00,temperature,27.46
SHT036,2024-01-03T15:30:00,humidity,53.23
SHT037,2024-01-03T15:30:00,temperature,26.07
SHT037,2024-01-03T15:30:00,humidity,78.13
SHT038,2024-01-03T15:30:00,temperature,30.38
SHT038,2024-01-03T15:30:00,humidity,64.67
SHT039,2024-01-03T15:30:00,temperature,25.61
SHT039,2024-01-03T15:30:00,humidity,55.62
SHT040,2024-01-03T15:30:00,temperature,21.47
SHT040,2024-01-03T15:30:00,humidity,53.27
SHT041,2024-01-03T15:30:00,temperature,30.75
SHT041,2024-01-03T15:30:00,humidity,50.94
SHT042,2024-01-03T15:30:00,temperature,21.96
SHT042,2024-01-03T15:30:00,humidity,39.72
SHT043,2024-01-03T15:30:00,temperature,22.51
SHT043,2024-01-03T15:30:00,humidity,76.89
SHT044,2024-01-03T15:30:00,temperature,26.93
SHT044,2024-01-03T15:30:00,humidity,72.34
SHT045,2024-01-03T15:30:00,temperature,28.2
SHT045,2024-01-03T15:30:00,humidity,75.34
SHT046,2024-01-03T15:30:00,temperature,26.07
SHT046,2024-01-03T15:30:00,humidity,52.61
SHT047,2024-01-03T15:30:00,temperature,29.52
SHT047,2024-01-03T15:30:00,humidity,78.7
SHT048,2024-01-03T15:30:00,temperature,25.46
SHT048,2024-01-03T15:30:00,humidity,60.31
SHT049,2024-01-03T15:30:00,temperature,22.19
SHT049,2024-01-03T15:30:00,humidity,58.48
SHT050,2024-01-03T15:30:00,temperature,21.42
SHT050,2024-01-03T15:30:00,humidity,60.44
SHT051,2024-01-03T15:30:00,temperature,23.16
SHT051,2024-01-03T15:30:00,humidity,67.49
SHT052,2024-01-03T15:30:00,temperature,21.95
SHT052,2024-01-03T15:30:00,humidity,56.49
SHT053,2024-01-03T15:30:00,temperature,23.44
SHT053,2024-01-03T15:30:00,humidity,33.65
SHT054,2024-01-03T15:30:00,temperature,22.71
SHT054,2024-01-03T15:30:00,humidity,51.07
SHT055,2024-01-03T15:30:00,temperature,20.37
SHT055,2024-01-03T15:30:00,humidity,66.96
SHT056,2024-01-03T15:30:00,temperature,17.55
SHT056,2024-01-03T15:30:00,humidity,33.27
SHT057,2024-01-03T15:30:00,temperature,25.74
SHT057,2024-01-03T15:30:00,humidity,62.02
SHT058,2024-01-03T15:30:00,temperature,23.58
SHT058,2024-01-03T15:30:00,humidity,65.26
SHT059,2024-01-03T15:30:00,temperature,27.01
SHT059,2024-01-03T15:30:00,humidity,69.33
SHT060,2024-01-03T15:30:00,temperature,21.19
SHT060,2024-01-03T15:30:00,humidity,62.18
SHT061,2024-01-03T15:30:00,temperature,23.9
SHT061,2024-01-03T15:30:00,humidity,66.0
SHT062,2024-01-03T15:30:00,temperature,29.74
SHT062,2024-01-03T15:30:00,humidity,60.56
SHT063,2024-01-03T15:30:00,temperature,25.94
SHT063,2024-01-03T15:30:00,humidity,62.45
SHT064,2024-01-03T15:30:00,temperature,22.24
SHT064,2024-01-03T15:30:00,humidity,55.58
SHT065,2024-01-03T15:30:00,temperature,25.75
SHT065,2024-01-03T15:30:00,humidity,68.9
SHT066,2024-01-03T15:30:00,temperature,29.24
SHT066,2024-01-03T15:30:00,humidity,79.39
SHT067,2024-01-03T15:30:00,temperature,24.63
SHT067,2024-01-03T15:30:00,humidity,60.46
SHT068,2024-01-03T15:30:00,temperature,23.36
SHT068,2024-01-03T15:30:00,humidity,61.29
SHT069,2024-01-03T15:30:00,temperature,24.23
SHT069,2024-01-03T15:30:00,humidity,65.04
SHT070,2024-01-03T15:30:00,temperature,22.99
SHT070,2024-01-03T15:30:00,humidity,34.81
SHT071,2024-01-03T15:30:00,temperature,19.77
SHT071,2024-01-03T15:30:00,humidity,49.48
SHT072,2024-01-03T15:30:00,temperature,29.74
SHT072,2024-01-03T15:30:00,humidity,69.99
SHT073,2024-01-03T15:30:00,temperature,25.18
SHT073,2024-01-03T15:30:00,humidity,60.81
SHT074,2024-01-03T15:30:00,temperature,22.34
SHT074,2024-01-03T15:30:00,humidity,53.57
SHT075,2024-01-03T15:30:00,temperature,24.42
SHT075,2024-01-03T15:30:00,humidity,50.27
SHT076,2024-01-03T15:30:00,temperature,31.47
SHT076,2024-01-03T15:30:00,humidity,75.49
SHT077,2024-01-03T15:30:00,temperature,30.19
SHT077,2024-01-03T15:30:00,humidity,52.22
SHT078,2024-01-03T15:30:00,temperature,25.4
SHT078,2024-01-03T15:30:00,humidity,78.66
SHT079,2024-01-03T15:30:00,temperature,20.9
SHT079,2024-01-03T15:30:00,humidity,62.31
SHT080,2024-01-03T15:30:00,temperature,22.66
SHT080,2024-01-03T15:30:00,humidity,60.99
SHT081,2024-01-03T15:30:00,temperature,30.75
SHT081,2024-01-03T15:30:00,humidity,69.48
SHT082,2024-01-03T15:30:00,temperature,24.85
SHT082,2024-01-03T15:30:00,humidity,63.13
SHT083,2024-01-03T15:30:00,temperature,15.85
SHT083,2024-01-03T15:30:00,humidity,57.27
SHT084,2024-01-03T15:30:00,temperature,23.75
SHT084,2024-01-03T15:30:00,humidity,57.53
SHT085,2024-01-03T15:30:00,temperature,23.16
SHT085,2024-01-03T15:30:00,humidity,62.02
SHT086,2024-01-03T15:30:00,temperature,24.35
SHT086,2024-01-03T15:30:00,humidity,59.69
SHT087,2024-01-03T15:30:00,temperature,25.46
SHT087,2024-01-03T15:30:00,humidity,63.42
SHT088,2024-01-03T15:30:00,temperature,22.8
SHT088,2024-01-03T15:30:00,humidity,50.94
SHT089,2024-01-03T15:30:00,temperature,25.65
SHT089,2024-01-03T15:30:00,humidity,39.83
SHT090,2024-01-03T15:30:00,temperature,23.02
SHT090,2024-01-03T15:30:00,humidity,62.06
SHT091,2024-01-03T15:30:00,temperature,23.27
SHT091,2024-01-03T15:30:00,humidity,62.17
SHT092,2024-01-03T15:30:00,temperature,24.98
SHT092,2024-01-03T15:30:00,humidity,68.69
SHT093,2024-01-03T15:30:00,temperature,25.57
SHT093,2024-01-03T15:30:00,humidity,65.73
SHT094,2024-01-03T15:30:00,temperature,29.05
SHT094,2024-01-03T15:30:00,humidity,55.28
SHT095,2024-01-03T15:30:00,temperature,25.42
SHT095,2024-01-03T15:30:00,humidity,53.03
SHT096,2024-01-03T15:30:00,temperature,27.05
SHT096,2024-01-03T15:30:00,humidity,55.17
SHT097,2024-01-03T15:30:00,temperature,25.61
SHT097,2024-01-03T15:30:00,humidity,69.24
SHT098,2024-01-03T15:30:00,temperature,22.98
SHT098,2024-01-03T15:30:00,humidity,45.49
SHT099,2024-01-03T15:30:00,temperature,21.45
SHT099,2024-01-03T15:30:00,humidity,79.08
SHT100,2024-01-03T15:30:00,temperature,23.21
SHT100,2024-01-03T15:30:00,humidity,72.65
SHT101,2024-01-03T15:30:00,temperature,20.87
SHT101,2024-01-03T15:30:00,humidity,60.24
SHT102,2024-01-03T15:30:00,temperature,27.27
SHT102,2024-01-03T15:30:00,humidity,64.1
SHT103,2024-01-03T15:30:00,temperature,26.33
SHT103,2024-01-03T15:30:00,humidity,58.7
SHT104,2024-01-03T15:30:00,temperature,20.26
SHT104,2024-01-03T15:30:00,humidity,41.68
SHT105,2024-01-03T15:30:00,temperature,25.81
SHT105,2024-01-03T15:30:00,humidity,62.05
SHT106,2024-01-03T15:30:00,temperature,27.95
SHT106,2024-01-03T15:30:00,humidity,46.03
SHT107,2024-01-03T15:30:00,temperature,21.13
SHT107,2024-01-03T15:30:00,humidity,62.06
SHT108,2024-01-03T15:30:00,temperature,23.09
SHT108,2024-01-03T15:30:00,humidity,56.83
SHT109,2024-01-03T15:30:00,temperature,20.99
SHT109,2024-01-03T15:30:00,humidity,63.56
SHT110,2024-01-03T15:30:00,temperature,24.32
SHT110,2024-01-03T15:30:00,humidity,62.99
SHT111,2024-01-03T15:30:00,temperature,27.56
SHT111,2024-01-03T15:30:00,humidity,47.49
SHT112,2024-01-03T15:30:00,temperature,25.87
SHT112,2024-01-03T15:30:00,humidity,50.26
SHT113,2024-01-03T15:30:00,temperature,27.82
SHT113,2024-01-03T15:30:00,humidity,45.32
SHT114,2024-01-03T15:30:00,temperature,23.64
SHT114,2024-01-03T15:30:00,humidity,72.75
SHT115,2024-01-03T15:30:00,temperature,21.35
SHT115,2024-01-03T15:30:00,humidity,47.87
SHT116,2024-01-03T15:30:00,temperature,28.62
SHT116,2024-01-03T15:30:00,humidity,53.95
SHT117,2024-01-03T15:30:00,temperature,30.1
SHT117,2024-01-03T15:30:00,humidity,54.47
SHT118,2024-01-03T15:30:00,temperature,25.69
SHT118,2024-01-03T15:30:00,humidity,76.88
SHT119,2024-01-03T15:30:00,temperature,18.46
SHT119,2024-01-03T15:30:00,humidity,51.98
SHT120,2024-01-03T15:30:00,temperature,25.6
SHT120,2024-01-03T15:30:00,humidity,81.51
SHT121,2024-01-03T15:30:00,temperature,25.87
SHT121,2024-01-03T15:30:00,humidity,41.64
SHT122,2024-01-03T15:30:00,temperature,26.72
SHT122,2024-01-03T15:30:00,humidity,80.31
SHT123,2024-01-03T15:30:00,temperature,22.6
SHT123,2024-01-03T15:30:00,humidity,68.01
SHT124,2024-01-03T15:30:00,temperature,27.32
SHT124,2024-01-03T15:30:00,humidity,67.53
SHT125,2024-01-03T15:30:00,temperature,29.97
SHT125,2024-01-03T15:30:00,humidity,73.42
SHT126,2024-01-03T15:30:00,temperature,23.8
SHT126,2024-01-03T15:30:00,humidity,49.37
SHT127,2024-01-03T15:30:00,temperature,22.74
SHT127,2024-01-03T15:30:00,humidity,61.57
SHT128,2024-01-03T15:30:00,temperature,27.36
SHT128,2024-01-03T15:30:00,humidity,58.16
SHT129,2024-01-03T15:30:00,temperature,29.52
SHT129,2024-01-03T15:30:00,humidity,52.26
SHT130,2024-01-03T15:30:00,temperature,28.0
SHT130,2024-01-03T15:30:00,humidity,76.91
SHT131,2024-01-03T15:30:00,temperature,26.15
SHT131,2024-01-03T15:30:00,humidity,55.26
SHT132,2024-01-03T15:30:00,temperature,26.92
SHT132,2024-01-03T15:30:00,humidity,62.03
SHT133,2024-01-03T15:30:00,temperature,30.15
SHT133,2024-01-03T15:30:00,humidity,38.92
SHT134,2024-01-03T15:30:00,temperature,21.61
SHT134,2024-01-03T15:30:00,humidity,64.33
SHT135,2024-01-03T15:30:00,temperature,23.71
SHT135,2024-01-03T15:30:00,humidity,53.77
SHT136,2024-01-03T15:30:00,temperature,24.22
SHT136,2024-01-03T15:30:00,humidity,35.88
SHT137,2024-01-03T15:30:00,temperature,29.34
SHT137,2024-01-03T15:30:00,humidity,58.24
SHT138,2024-01-03T15:30:00,temperature,23.99
SHT138,2024-01-03T15:30:00,humidity,50.57
SHT139,2024-01-03T15:30:00,temperature,30.55
SHT139,2024-01-03T15:30:00,humidity,43.6
SHT140,2024-01-03T15:30:00,temperature,18.05
SHT140,2024-01-03T15:30:00,humidity,54.06
SHT141,2024-01-03T15:30:00,temperature,24.62
SHT141,2024-01-03T15:30:00,humidity,58.59
