task_id,timestamp,progress,progress_rate,progress_accel,quality_score
260,2024-02-10T00:00:00,0.0,0.0718,-0.0035,0.9103
260,2024-02-17T00:00:00,0.3684,0.0758,0.0029,0.9512
260,2024-02-24T00:00:00,0.7368,0.1366,-0.0,0.8762
260,2024-02-29T00:00:00,1.0,0.1486,0.0033,0.9345
261,2024-06-01T00:00:00,0.0,0.061,-0.0064,0.8988
261,2024-06-08T00:00:00,0.5,0.0873,0.0033,0.8618
261,2024-06-15T00:00:00,1.0,0.159,-0.0014,0.806
262,2024-12-07T00:00:00,0.0,0.0686,-0.0001,0.9638
262,2024-12-14T00:00:00,0.3684,0.0535,-0.0015,0.8892
262,2024-12-21T00:00:00,0.7368,0.1291,-0.0066,0.9272
262,2024-12-26T00:00:00,1.0,0.1882,0.0024,0.9046
263,2024-06-16T00:00:00,0.0,0.0225,-0.0039,0.8972
263,2024-06-23T00:00:00,0.35,0.0744,0.0051,0.9267
263,2024-06-30T00:00:00,0.7,0.1738,-0.0049,0.9017
263,2024-07-06T00:00:00,1.0,0.1223,-0.0111,0.9361
264,2024-06-21T00:00:00,0.0,0.0599,-0.0043,0.9047
264,2024-06-28T00:00:00,0.4375,0.0812,-0.0025,0.884
264,2024-07-05T00:00:00,0.875,0.1196,-0.0036,0.8656
264,2024-07-07T00:00:00,1.0,0.1585,-0.0139,0.8886
265,2024-03-04T00:00:00,0.0,0.0282,-0.0053,0.8737
265,2024-03-11T00:00:00,0.3043,0.0801,-0.0011,0.8468
265,2024-03-18T00:00:00,0.6087,0.1253,-0.0045,0.8633
265,2024-03-25T00:00:00,0.913,0.147,0.0016,0.8694
265,2024-03-27T00:00:00,1.0,0.0913,-0.0044,0.9081
266,2024-06-29T00:00:00,0.0,0.0638,-0.0004,0.8761
266,2024-07-06T00:00:00,0.5833,0.1542,-0.0019,0.9306
266,2024-07-11T00:00:00,1.0,0.1233,-0.0055,0.9324
267,2024-05-28T00:00:00,0.0,0.0709,-0.0019,0.8076
267,2024-06-04T00:00:00,0.3182,0.0785,0.0009,0.9049
267,2024-06-11T00:00:00,0.6364,0.1024,-0.0008,0.8625
267,2024-06-18T00:00:00,0.9545,0.1232,0.0038,0.9049
267,2024-06-19T00:00:00,1.0,0.147,-0.0025,0.891
268,2024-07-05T00:00:00,0.0,0.0532,0.0086,0.9327
268,2024-07-12T00:00:00,0.7,0.1067,-0.0033,0.8594
268,2024-07-15T00:00:00,1.0,0.146,-0.0041,0.9237
269,2024-04-07T00:00:00,0.0,-0.0029,0.0027,0.9138
269,2024-04-14T00:00:00,0.4667,0.1219,0.0044,0.8658
269,2024-04-21T00:00:00,0.9333,0.1586,-0.0008,0.8033
269,2024-04-22T00:00:00,1.0,0.1532,-0.0031,0.9
270,2024-03-09T00:00:00,0.0,0.083,0.0011,0.8491
270,2024-03-16T00:00:00,0.4667,0.116,0.0018,0.8432
270,2024-03-23T00:00:00,0.9333,0.1112,-0.0049,0.9418
270,2024-03-24T00:00:00,1.0,0.144,0.0004,0.8331
271,2024-08-26T00:00:00,0.0,0.0673,-0.0101,0.8672
271,2024-09-02T00:00:00,0.5385,0.1122,-0.0056,0.9307
271,2024-09-08T00:00:00,1.0,0.1326,-0.0061,0.9643
272,2024-12-02T00:00:00,0.0,0.0531,0.0026,0.9509
272,2024-12-09T00:00:00,0.5385,0.0515,0.0032,0.8619
272,2024-12-15T00:00:00,1.0,0.1374,0.0022,0.8818
273,2024-03-13T00:00:00,0.0,0.0619,-0.0002,0.9084
273,2024-03-20T00:00:00,0.3684,0.077,-0.0053,0.863
273,2024-03-27T00:00:00,0.7368,0.1216,0.0092,0.9736
273,2024-04-01T00:00:00,1.0,0.1369,0.0003,0.8856
274,2024-08-04T00:00:00,0.0,0.0526,0.0013,0.9264
274,2024-08-11T00:00:00,0.7,0.062,0.0018,0.8801
274,2024-08-14T00:00:00,1.0,0.1359,0.004,0.9733
275,2024-02-08T00:00:00,0.0,0.0638,-0.0026,0.8462
275,2024-02-15T00:00:00,0.3889,0.0288,0.0009,0.929
275,2024-02-22T00:00:00,0.7778,0.1257,0.0047,0.834
275,2024-02-26T00:00:00,1.0,0.1466,-0.0013,0.8945
276,2024-04-17T00:00:00,0.0,0.0734,-0.0005,0.8853
276,2024-04-24T00:00:00,0.5,0.0813,0.0066,0.8284
276,2024-05-01T00:00:00,1.0,0.1389,0.0085,0.9234
277,2024-01-12T00:00:00,0.0,0.0496,0.0001,0.8527
277,2024-01-19T00:00:00,0.6364,0.1123,-0.0017,0.909
277,2024-01-23T00:00:00,1.0,0.1199,0.002,0.9508
278,2024-01-17T00:00:00,0.0,0.0459,0.0032,0.9155
278,2024-01-24T00:00:00,0.3182,0.0697,-0.0053,0.8541
278,2024-01-31T00:00:00,0.6364,0.1195,-0.0003,0.9638
278,2024-02-07T00:00:00,0.9545,0.1613,0.0039,0.9132
278,2024-02-08T00:00:00,1.0,0.1308,0.0016,0.9032
279,2024-10-29T00:00:00,0.0,0.0272,0.006,0.9551
279,2024-11-05T00:00:00,0.7,0.0971,-0.0032,0.8725
279,2024-11-08T00:00:00,1.0,0.1622,0.0025,0.9022
280,2024-05-28T00:00:00,0.0,0.0555,-0.0064,0.9191
280,2024-06-04T00:00:00,0.4118,0.0892,-0.0034,0.8234
280,2024-06-11T00:00:00,0.8235,0.1329,0.0018,0.8149
280,2024-06-14T00:00:00,1.0,0.1504,0.0006,0.8723
281,2024-07-16T00:00:00,0.0,0.0576,-0.0007,0.9142
281,2024-07-23T00:00:00,0.4667,0.1074,0.0027,0.9508
281,2024-07-30T00:00:00,0.9333,0.1501,-0.0024,0.8676
281,2024-07-31T00:00:00,1.0,0.1287,0.0008,0.9661
282,2024-09-24T00:00:00,0.0,0.0428,0.0022,0.8624
282,2024-10-01T00:00:00,0.3889,0.0928,0.0063,0.9343
282,2024-10-08T00:00:00,0.7778,0.0964,0.0029,0.9308
282,2024-10-12T00:00:00,1.0,0.1535,0.0033,0.8583
283,2024-10-14T00:00:00,0.0,0.0513,0.0056,0.951
283,2024-10-21T00:00:00,0.2917,0.0901,-0.0044,0.848
283,2024-10-28T00:00:00,0.5833,0.1106,0.0009,0.895
283,2024-11-04T00:00:00,0.875,0.1214,0.0022,0.9055
283,2024-11-07T00:00:00,1.0,0.1558,0.003,0.8863
284,2024-10-08T00:00:00,0.0,0.0402,0.0055,0.8621
284,2024-10-15T00:00:00,0.4375,0.0844,0.0062,0.8726
284,2024-10-22T00:00:00,0.875,0.1355,-0.0021,0.8108
284,2024-10-24T00:00:00,1.0,0.1475,-0.0051,0.9127
285,2024-09-26T00:00:00,0.0,0.0721,-0.0111,0.8797
285,2024-10-03T00:00:00,0.4375,0.1028,-0.0109,0.9668
285,2024-10-10T00:00:00,0.875,0.1451,0.0054,0.8718
285,2024-10-12T00:00:00,1.0,0.1411,-0.0008,1.0
286,2024-06-24T00:00:00,0.0,0.0764,0.0007,0.9127
286,2024-07-01T00:00:00,0.3889,0.1016,0.012,0.9191
286,2024-07-08T00:00:00,0.7778,0.1287,-0.0017,0.9117
286,2024-07-12T00:00:00,1.0,0.1383,0.0025,0.8284
287,2024-03-22T00:00:00,0.0,0.0448,0.0037,0.9185
287,2024-03-29T00:00:00,0.3182,0.0726,-0.0012,0.9518
287,2024-04-05T00:00:00,0.6364,0.0894,-0.006,0.8535
287,2024-04-12T00:00:00,0.9545,0.1452,-0.0068,0.9477
287,2024-04-13T00:00:00,1.0,0.1315,0.0011,0.871
288,2024-04-12T00:00:00,0.0,0.0487,-0.008,0.9501
288,2024-04-19T00:00:00,0.5833,0.0891,-0.0053,1.0
288,2024-04-24T00:00:00,1.0,0.1611,0.0048,0.9229
289,2024-07-06T00:00:00,0.0,0.041,-0.0065,0.8851
289,2024-07-13T00:00:00,0.3333,0.0638,-0.0046,0.8208
289,2024-07-20T00:00:00,0.6667,0.119,0.0079,0.9279
289,2024-07-27T00:00:00,1.0,0.1479,-0.0002,0.7476
290,2024-06-19T00:00:00,0.0,0.0415,-0.0071,0.9067
290,2024-06-26T00:00:00,0.5,0.0948,-0.0043,0.9056
290,2024-07-03T00:00:00,1.0,0.1521,0.0076,0.9343
291,2024-02-08T00:00:00,0.0,0.0543,-0.0047,0.8463
291,2024-02-15T00:00:00,0.3333,0.0953,-0.001,0.9125
291,2024-02-22T00:00:00,0.6667,0.1362,-0.0076,0.9699
291,2024-02-29T00:00:00,1.0,0.1694,-0.0103,1.0
292,2024-12-14T00:00:00,0.0,0.0564,-0.0024,0.926
292,2024-12-21T00:00:00,0.5385,0.0843,0.0027,0.8603
292,2024-12-27T00:00:00,1.0,0.1904,0.0003,0.9325
293,2024-01-16T00:00:00,0.0,0.0343,0.0041,0.8994
293,2024-01-23T00:00:00,0.7,0.0918,-0.0012,0.9966
293,2024-01-26T00:00:00,1.0,0.1672,-0.0019,0.8065
294,2024-06-18T00:00:00,0.0,0.0334,-0.007,0.8077
294,2024-06-25T00:00:00,0.5833,0.124,0.0003,0.9898
294,2024-06-30T00:00:00,1.0,0.13,-0.0,0.8303
295,2024-02-08T00:00:00,0.0,0.0381,-0.0011,0.8813
295,2024-02-15T00:00:00,0.5833,0.1094,0.0049,0.9433
295,2024-02-20T00:00:00,1.0,0.1346,-0.0002,0.9397
296,2024-11-13T00:00:00,0.0,0.0707,-0.0033,0.9354
296,2024-11-20T00:00:00,0.3182,0.0884,-0.0053,0.94
296,2024-11-27T00:00:00,0.6364,0.1167,-0.0087,0.8853
296,2024-12-04T00:00:00,0.9545,0.1463,-0.003,0.9614
296,2024-12-05T00:00:00,1.0,0.1753,-0.0019,0.8754
297,2024-08-26T00:00:00,0.0,0.0474,-0.001,0.8704
297,2024-09-02T00:00:00,0.3333,0.0092,0.0088,0.9
297,2024-09-09T00:00:00,0.6667,0.1131,0.0016,0.896
297,2024-09-16T00:00:00,1.0,0.1414,-0.005,0.8081
298,2024-03-05T00:00:00,0.0,0.0229,-0.0056,0.9325
298,2024-03-12T00:00:00,0.5385,0.1183,-0.0044,0.7668
298,2024-03-18T00:00:00,1.0,0.1502,-0.0021,0.8777
299,2024-05-21T00:00:00,0.0,0.0691,0.0007,0.8512
299,2024-05-28T00:00:00,0.3182,0.0577,-0.0013,0.8547
299,2024-06-04T00:00:00,0.6364,0.1122,0.0051,0.831
299,2024-06-11T00:00:00,0.9545,0.1472,0.0046,0.8957
299,2024-06-12T00:00:00,1.0,0.1644,-0.0014,0.9085
300,2024-10-19T00:00:00,0.0,0.0588,-0.0029,0.9995
300,2024-10-26T00:00:00,0.6364,0.1252,0.0065,0.9536
300,2024-10-30T00:00:00,1.0,0.1565,0.0069,0.9094
301,2024-03-13T00:00:00,0.0,0.0354,0.0001,0.8497
301,2024-03-20T00:00:00,0.3043,0.0384,-0.0043,0.9036
301,2024-03-27T00:00:00,0.6087,0.1321,-0.0043,0.9505
301,2024-04-03T00:00:00,0.913,0.1171,-0.0046,0.9725
301,2024-04-05T00:00:00,1.0,0.151,-0.0009,0.9118
302,2024-05-19T00:00:00,0.0,0.0259,-0.0017,0.9001
302,2024-05-26T00:00:00,0.4118,0.1158,-0.0084,0.9881
302,2024-06-02T00:00:00,0.8235,0.1299,-0.0056,0.8354
302,2024-06-05T00:00:00,1.0,0.1555,-0.0067,0.872
303,2024-07-16T00:00:00,0.0,0.045,0.0057,0.9509
303,2024-07-23T00:00:00,0.35,0.0721,-0.0011,0.8202
303,2024-07-30T00:00:00,0.7,0.0792,-0.0061,0.9562
303,2024-08-05T00:00:00,1.0,0.1656,0.0019,0.8271
304,2024-03-02T00:00:00,0.0,0.0358,-0.0043,0.8917
304,2024-03-09T00:00:00,0.35,0.0804,-0.005,0.9175
304,2024-03-16T00:00:00,0.7,0.1246,-0.0036,0.9152
304,2024-03-22T00:00:00,1.0,0.1725,0.0071,0.9245
305,2024-02-21T00:00:00,0.0,0.0592,-0.0012,0.9515
305,2024-02-28T00:00:00,0.4375,0.0723,0.0046,0.8856
305,2024-03-06T00:00:00,0.875,0.1673,0.0029,0.8966
305,2024-03-08T00:00:00,1.0,0.1453,0.0026,0.9239
306,2024-03-03T00:00:00,0.0,0.042,0.0005,0.9448
306,2024-03-10T00:00:00,0.3182,0.0546,0.0036,0.9261
306,2024-03-17T00:00:00,0.6364,0.1374,-0.0036,0.9003
306,2024-03-24T00:00:00,0.9545,0.1496,0.0037,0.9215
306,2024-03-25T00:00:00,1.0,0.1252,0.0015,1.0
307,2024-11-25T00:00:00,0.0,0.0622,0.0082,0.9522
307,2024-12-02T00:00:00,0.3182,0.1091,0.0015,0.9261
307,2024-12-09T00:00:00,0.6364,0.1187,0.0,0.9371
307,2024-12-16T00:00:00,0.9545,0.135,0.0094,0.8536
307,2024-12-17T00:00:00,1.0,0.1662,0.0069,0.8912
308,2024-08-28T00:00:00,0.0,0.0277,0.0058,0.9102
308,2024-09-04T00:00:00,0.3684,0.1031,-0.0005,0.9866
308,2024-09-11T00:00:00,0.7368,0.0813,0.0019,0.9671
308,2024-09-16T00:00:00,1.0,0.1521,0.0015,0.8783
309,2024-01-05T00:00:00,0.0,0.0504,-0.0084,0.8641
309,2024-01-12T00:00:00,0.4667,0.0809,0.0033,0.8714
309,2024-01-19T00:00:00,0.9333,0.1325,-0.0019,0.8626
309,2024-01-20T00:00:00,1.0,0.1554,0.0019,0.9413
310,2024-01-09T00:00:00,0.0,0.0631,0.0028,0.8836
310,2024-01-16T00:00:00,0.7,0.1121,-0.0044,0.8555
310,2024-01-19T00:00:00,1.0,0.1539,-0.0036,0.9734
311,2024-03-01T00:00:00,0.0,0.0492,0.0075,0.9286
311,2024-03-08T00:00:00,0.7,0.1045,-0.0003,0.8163
311,2024-03-11T00:00:00,1.0,0.1538,-0.0034,0.8443
312,2024-03-02T00:00:00,0.0,0.0804,0.0052,0.9502
312,2024-03-09T00:00:00,0.6364,0.1293,-0.0062,0.88
312,2024-03-13T00:00:00,1.0,0.1432,-0.0085,0.8721
313,2024-09-25T00:00:00,0.0,0.0391,0.0006,1.0
313,2024-10-02T00:00:00,0.5833,0.1079,0.0006,0.8875
313,2024-10-07T00:00:00,1.0,0.1648,-0.0054,0.9948
314,2024-04-07T00:00:00,0.0,0.0475,-0.002,0.9485
314,2024-04-14T00:00:00,0.5385,0.086,0.0036,0.9703
314,2024-04-20T00:00:00,1.0,0.1452,0.0103,0.9322
315,2024-05-02T00:00:00,0.0,0.0631,0.0068,0.9815
315,2024-05-09T00:00:00,0.5833,0.1136,0.004,0.9698
315,2024-05-14T00:00:00,1.0,0.1268,-0.0086,0.8971
316,2024-08-13T00:00:00,0.0,0.0149,-0.0016,0.9157
316,2024-08-20T00:00:00,0.3889,0.0834,-0.0007,0.8499
316,2024-08-27T00:00:00,0.7778,0.1435,-0.0053,0.7949
316,2024-08-31T00:00:00,1.0,0.1459,0.0046,0.904
317,2024-09-17T00:00:00,0.0,0.0267,0.0005,0.9219
317,2024-09-24T00:00:00,0.3889,0.0907,-0.0013,0.9243
317,2024-10-01T00:00:00,0.7778,0.093,-0.0045,0.8347
317,2024-10-05T00:00:00,1.0,0.177,0.0036,0.9093
318,2024-02-07T00:00:00,0.0,0.021,0.0037,0.9693
318,2024-02-14T00:00:00,0.3333,0.0948,-0.0002,0.9316
318,2024-02-21T00:00:00,0.6667,0.1221,0.0046,0.9452
318,2024-02-28T00:00:00,1.0,0.1456,-0.0033,0.88
319,2024-02-06T00:00:00,0.0,0.0607,-0.0017,0.8625
319,2024-02-13T00:00:00,0.6364,0.1136,0.0055,0.9068
319,2024-02-17T00:00:00,1.0,0.1445,0.0016,0.9042
320,2024-02-09T00:00:00,0.0,0.0113,0.0035,0.9204
320,2024-02-16T00:00:00,0.6364,0.114,0.0053,0.9606
320,2024-02-20T00:00:00,1.0,0.166,-0.0043,0.8592
321,2024-02-25T00:00:00,0.0,0.0723,-0.0094,0.8926
321,2024-03-03T00:00:00,0.5833,0.1171,-0.0088,0.9117
321,2024-03-08T00:00:00,1.0,0.1691,-0.0074,0.9829
322,2024-08-24T00:00:00,0.0,0.0298,0.0029,0.8958
322,2024-08-31T00:00:00,0.35,0.0864,-0.0064,0.963
322,2024-09-07T00:00:00,0.7,0.1265,0.0081,0.8371
322,2024-09-13T00:00:00,1.0,0.1464,0.001,0.903
323,2024-12-01T00:00:00,0.0,0.0633,-0.001,1.0
323,2024-12-08T00:00:00,0.5833,0.1091,-0.0144,0.9042
323,2024-12-13T00:00:00,1.0,0.1752,-0.0046,0.8507
324,2024-02-14T00:00:00,0.0,0.0332,-0.0054,0.876
324,2024-02-21T00:00:00,0.3182,0.1,0.0076,0.7788
324,2024-02-28T00:00:00,0.6364,0.1061,0.0015,0.9101
324,2024-03-06T00:00:00,0.9545,0.1835,-0.0101,0.7705
324,2024-03-07T00:00:00,1.0,0.1912,0.0038,0.8714
325,2024-07-09T00:00:00,0.0,0.0534,0.0012,0.8702
325,2024-07-16T00:00:00,0.5385,0.1067,0.0018,1.0
325,2024-07-22T00:00:00,1.0,0.1693,0.0087,0.8328
326,2024-08-22T00:00:00,0.0,0.0431,0.0012,0.8039
326,2024-08-29T00:00:00,0.5,0.1236,0.0032,0.8816
326,2024-09-05T00:00:00,1.0,0.1463,0.0063,0.8602
327,2024-01-23T00:00:00,0.0,0.0759,-0.0013,0.9378
327,2024-01-30T00:00:00,0.2917,0.0809,0.0112,0.8556
327,2024-02-06T00:00:00,0.5833,0.0969,-0.0075,0.8452
327,2024-02-13T00:00:00,0.875,0.1518,0.008,0.9413
327,2024-02-16T00:00:00,1.0,0.1499,-0.0045,0.9449
328,2024-03-22T00:00:00,0.0,0.031,-0.0067,0.8846
328,2024-03-29T00:00:00,0.2917,0.0385,-0.0069,0.9943
328,2024-04-05T00:00:00,0.5833,0.077,-0.0059,0.9036
328,2024-04-12T00:00:00,0.875,0.14,-0.0012,0.7998
328,2024-04-15T00:00:00,1.0,0.167,-0.0022,0.961
329,2024-08-11T00:00:00,0.0,0.0371,0.0049,0.9648
329,2024-08-18T00:00:00,0.6364,0.1043,0.0044,0.8336
329,2024-08-22T00:00:00,1.0,0.1553,0.0061,0.9259
330,2024-08-10T00:00:00,0.0,0.0981,0.0029,0.8817
330,2024-08-17T00:00:00,0.7,0.1768,0.0082,0.8199
330,2024-08-20T00:00:00,1.0,0.1343,-0.0052,0.9323
331,2024-03-14T00:00:00,0.0,0.0614,0.0028,0.8185
331,2024-03-21T00:00:00,0.4667,0.0839,-0.0007,0.8089
331,2024-03-28T00:00:00,0.9333,0.1259,0.0068,0.8223
331,2024-03-29T00:00:00,1.0,0.1791,0.0055,0.8855
332,2024-10-04T00:00:00,0.0,0.037,0.0042,0.8606
332,2024-10-11T00:00:00,0.3182,0.0671,-0.0001,0.7935
332,2024-10-18T00:00:00,0.6364,0.0846,-0.0016,0.9238
332,2024-10-25T00:00:00,0.9545,0.1294,-0.001,0.8193
332,2024-10-26T00:00:00,1.0,0.1686,0.0011,0.9154
333,2024-11-19T00:00:00,0.0,0.0598,0.0004,0.8758
333,2024-11-26T00:00:00,0.6364,0.1362,0.0008,0.8917
333,2024-11-30T00:00:00,1.0,0.1498,-0.0001,0.8912
334,2024-07-11T00:00:00,0.0,0.0589,-0.0047,0.8569
334,2024-07-18T00:00:00,0.7,0.1312,-0.0007,0.9486
334,2024-07-21T00:00:00,1.0,0.1582,-0.0028,0.9288
335,2024-09-26T00:00:00,0.0,0.0739,0.0022,0.9333
335,2024-10-03T00:00:00,0.6364,0.1102,0.005,0.871
335,2024-10-07T00:00:00,1.0,0.1568,0.0128,0.9269
336,2024-01-07T00:00:00,0.0,0.0416,-0.0021,0.8964
336,2024-01-14T00:00:00,0.5385,0.1209,0.0007,0.8676
336,2024-01-20T00:00:00,1.0,0.137,0.0008,0.9021
337,2024-03-19T00:00:00,0.0,0.0591,0.0046,1.0
337,2024-03-26T00:00:00,0.2917,0.0499,0.0034,0.9049
337,2024-04-02T00:00:00,0.5833,0.0714,0.0062,0.9211
337,2024-04-09T00:00:00,0.875,0.1535,-0.0085,0.889
337,2024-04-12T00:00:00,1.0,0.1284,0.0108,0.9572
338,2024-01-26T00:00:00,0.0,0.0364,-0.0077,0.9097
338,2024-02-02T00:00:00,0.4375,0.1156,-0.0087,0.8534
338,2024-02-09T00:00:00,0.875,0.1154,0.0043,0.8815
338,2024-02-11T00:00:00,1.0,0.1434,0.0009,0.8561
339,2024-04-08T00:00:00,0.0,0.0211,0.0068,0.9731
339,2024-04-15T00:00:00,0.7,0.1236,0.0013,0.9631
339,2024-04-18T00:00:00,1.0,0.1531,-0.0021,0.902
340,2024-10-11T00:00:00,0.0,0.0779,0.0003,0.8665
340,2024-10-18T00:00:00,0.2917,0.0821,0.0033,0.9268
340,2024-10-25T00:00:00,0.5833,0.1194,-0.0041,0.9385
340,2024-11-01T00:00:00,0.875,0.1381,-0.0036,0.9381
340,2024-11-04T00:00:00,1.0,0.1409,-0.0079,0.85
341,2024-03-24T00:00:00,0.0,0.0464,0.0029,0.8568
341,2024-03-31T00:00:00,0.2917,0.0744,-0.0061,0.9491
341,2024-04-07T00:00:00,0.5833,0.1427,0.008,0.9482
341,2024-04-14T00:00:00,0.875,0.1548,-0.0104,0.9089
341,2024-04-17T00:00:00,1.0,0.1401,0.0044,0.7731
342,2024-08-23T00:00:00,0.0,0.0539,-0.0011,0.9559
342,2024-08-30T00:00:00,0.3043,0.1114,-0.0046,0.8558
342,2024-09-06T00:00:00,0.6087,0.1155,0.0087,0.903
342,2024-09-13T00:00:00,0.913,0.1157,-0.003,0.9101
342,2024-09-15T00:00:00,1.0,0.1548,-0.0035,0.8687
343,2024-03-24T00:00:00,0.0,0.0304,0.0057,0.8583
343,2024-03-31T00:00:00,0.35,0.0757,-0.0025,0.8197
343,2024-04-07T00:00:00,0.7,0.1027,0.0061,0.8395
343,2024-04-13T00:00:00,1.0,0.1307,-0.0067,0.8955
344,2024-09-13T00:00:00,0.0,0.0877,-0.0007,0.9033
344,2024-09-20T00:00:00,0.5,0.0841,-0.0003,0.9615
344,2024-09-27T00:00:00,1.0,0.1529,0.0107,0.963
345,2024-06-11T00:00:00,0.0,0.0483,-0.0005,0.9815
345,2024-06-18T00:00:00,0.3182,0.0846,0.007,1.0
345,2024-06-25T00:00:00,0.6364,0.1096,0.0018,0.949
345,2024-07-02T00:00:00,0.9545,0.1608,0.0038,0.8333
345,2024-07-03T00:00:00,1.0,0.133,-0.0025,0.9607
346,2024-01-12T00:00:00,0.0,0.0253,0.0076,0.939
346,2024-01-19T00:00:00,0.4118,0.1143,-0.0046,0.9036
346,2024-01-26T00:00:00,0.8235,0.1383,0.0013,0.9148
346,2024-01-29T00:00:00,1.0,0.1445,0.0007,0.9517
347,2024-04-02T00:00:00,0.0,0.0267,0.0077,0.9491
347,2024-04-09T00:00:00,0.7,0.1007,0.0019,0.9451
347,2024-04-12T00:00:00,1.0,0.1253,0.0002,0.8961
348,2024-07-17T00:00:00,0.0,0.0371,0.0005,0.87
348,2024-07-24T00:00:00,0.5385,0.1313,-0.0031,0.9396
348,2024-07-30T00:00:00,1.0,0.1169,-0.0008,0.9006
349,2024-02-15T00:00:00,0.0,0.0461,-0.002,0.8666
349,2024-02-22T00:00:00,0.3333,0.0984,0.005,0.8959
349,2024-02-29T00:00:00,0.6667,0.0947,0.009,0.856
349,2024-03-07T00:00:00,1.0,0.1208,-0.0101,0.905
350,2024-08-23T00:00:00,0.0,0.0457,0.0052,0.9306
350,2024-08-30T00:00:00,0.7,0.1258,-0.0014,0.9555
350,2024-09-02T00:00:00,1.0,0.1873,0.005,0.8768
351,2024-11-14T00:00:00,0.0,0.0656,-0.002,0.8447
351,2024-11-21T00:00:00,0.4667,0.0787,-0.0018,0.9052
351,2024-11-28T00:00:00,0.9333,0.1845,-0.0044,0.9662
351,2024-11-29T00:00:00,1.0,0.1437,-0.0101,0.8747
352,2024-12-09T00:00:00,0.0,0.0735,0.0017,0.9202
352,2024-12-16T00:00:00,0.5,0.1266,-0.0052,0.8474
352,2024-12-23T00:00:00,1.0,0.1047,0.0044,0.9281
353,2024-09-30T00:00:00,0.0,0.0645,-0.0059,0.8198
353,2024-10-07T00:00:00,0.5,0.0736,-0.0046,0.9777
353,2024-10-14T00:00:00,1.0,0.17,-0.0023,0.915
354,2024-10-27T00:00:00,0.0,0.0364,0.0018,0.8431
354,2024-11-03T00:00:00,0.35,0.1,-0.0042,0.9403
354,2024-11-10T00:00:00,0.7,0.1115,-0.004,0.9806
354,2024-11-16T00:00:00,1.0,0.1535,-0.0016,0.9379
355,2024-09-23T00:00:00,0.0,0.0232,0.0055,0.893
355,2024-09-30T00:00:00,0.3889,0.1009,-0.0077,0.8809
355,2024-10-07T00:00:00,0.7778,0.1279,0.0052,0.934
355,2024-10-11T00:00:00,1.0,0.1422,0.0016,0.9628
356,2024-03-16T00:00:00,0.0,0.046,-0.0015,0.8055
356,2024-03-23T00:00:00,0.3889,0.0833,-0.0087,0.8943
356,2024-03-30T00:00:00,0.7778,0.1475,-0.0106,0.9617
356,2024-04-03T00:00:00,1.0,0.1434,-0.0001,0.8749
357,2024-05-27T00:00:00,0.0,0.0157,-0.0039,1.0
357,2024-06-03T00:00:00,0.3333,0.0614,-0.0079,0.9071
357,2024-06-10T00:00:00,0.6667,0.115,-0.0016,0.9007
357,2024-06-17T00:00:00,1.0,0.1629,-0.0029,0.9097
358,2024-01-02T00:00:00,0.0,0.0705,-0.005,0.7839
358,2024-01-09T00:00:00,0.3333,0.0967,0.0125,0.8996
358,2024-01-16T00:00:00,0.6667,0.1207,-0.0015,0.9794
358,2024-01-23T00:00:00,1.0,0.1484,-0.0009,0.9455
359,2024-03-17T00:00:00,0.0,0.0403,-0.0064,0.9441
359,2024-03-24T00:00:00,0.3182,0.07,-0.0049,1.0
359,2024-03-31T00:00:00,0.6364,0.1101,0.0025,0.9015
359,2024-04-07T00:00:00,0.9545,0.1277,0.0034,0.9157
359,2024-04-08T00:00:00,1.0,0.1368,0.0022,0.8743
360,2024-06-14T00:00:00,0.0,0.0279,-0.006,0.9135
360,2024-06-21T00:00:00,0.6364,0.106,0.0075,0.8979
360,2024-06-25T00:00:00,1.0,0.1343,0.0008,0.8353
361,2024-10-31T00:00:00,0.0,0.0483,0.0016,0.9098
361,2024-11-07T00:00:00,0.3684,0.1129,0.013,0.9336
361,2024-11-14T00:00:00,0.7368,0.1473,0.0127,0.8497
361,2024-11-19T00:00:00,1.0,0.1526,-0.0024,0.9421
362,2024-09-18T00:00:00,0.0,0.0554,-0.0041,0.9005
362,2024-09-25T00:00:00,0.3889,0.1098,-0.0065,0.8601
362,2024-10-02T00:00:00,0.7778,0.1088,0.0016,0.962
362,2024-10-06T00:00:00,1.0,0.1098,0.0005,0.8538
363,2024-07-22T00:00:00,0.0,0.0701,-0.0012,0.9065
363,2024-07-29T00:00:00,0.6364,0.1136,0.0056,1.0
363,2024-08-02T00:00:00,1.0,0.1273,-0.0048,0.9161
364,2024-11-13T00:00:00,0.0,0.0337,0.0047,0.9547
364,2024-11-20T00:00:00,0.3333,0.0724,-0.0038,0.8863
364,2024-11-27T00:00:00,0.6667,0.1187,0.0016,0.7874
364,2024-12-04T00:00:00,1.0,0.1307,-0.002,0.8602
365,2024-11-09T00:00:00,0.0,-0.0073,-0.0094,0.8347
365,2024-11-16T00:00:00,0.5385,0.1015,-0.0022,0.8684
365,2024-11-22T00:00:00,1.0,0.1659,0.004,0.9075
366,2024-01-14T00:00:00,0.0,0.0524,-0.0043,0.8632
366,2024-01-21T00:00:00,0.3333,0.0492,-0.0013,0.9393
366,2024-01-28T00:00:00,0.6667,0.1438,-0.0012,0.9246
366,2024-02-04T00:00:00,1.0,0.0929,-0.0022,0.8772
367,2024-03-27T00:00:00,0.0,0.0798,0.002,0.9247
